24-01-2013 17:30:01,658 [qtp2143632343-21] DEBUG org.hibernate.loader.collection.BasicCollectionLoader  - Static select for collection wsht.infrastructure.domain.entity.MessageSchema.messageField: select messagefie0_.WshtMessageSchema_id as WshtMess1_2_1_, messagefie0_.messageField_id as messageF2_1_, messagefie1_.id as id2_0_, messagefie1_.name as name25_0_, messagefie1_.type as type25_0_ from WshtMessageSchema_WshtMessageField messagefie0_ inner join WshtMessageField messagefie1_ on messagefie0_.messageField_id=messagefie1_.id where messagefie0_.WshtMessageSchema_id=?
24-01-2013 17:38:00,269 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TEscalation.notification --> Escalation.notification    VALUES: org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TNotification@31c59e36 --> wsht.infrastructure.domain.entity.Notification@251604c1    MAPID: 
24-01-2013 17:38:00,270 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: Escalation, Dest value: {}
24-01-2013 17:38:00,271 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TEscalation.otherAttributes --> Escalation.otherAttributes    VALUES: {} --> {}    MAPID: 
24-01-2013 17:38:00,272 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: Escalation, Dest value: null
24-01-2013 17:38:00,273 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TEscalation.reassignment --> Escalation.reassignment    VALUES: NULL --> NULL    MAPID: 
24-01-2013 17:38:00,274 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: Escalation, Dest value: null
24-01-2013 17:38:00,275 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TEscalation.toParts --> Escalation.toParts    VALUES: NULL --> NULL    MAPID: 
24-01-2013 17:38:00,275 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: Deadline, Dest value: [wsht.infrastructure.domain.entity.Escalation@2b3765c8]
24-01-2013 17:38:00,277 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TDeadline.escalation --> Deadline.escalation    VALUES: java.util.ArrayList@62101a6c[
  size=1
] --> java.util.ArrayList@3cf9a477[
  size=1
]    MAPID: 
24-01-2013 17:38:00,278 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: Deadline, Dest value: notifyManager
24-01-2013 17:38:00,279 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TDeadline.name --> Deadline.name    VALUES: notifyManager --> notifyManager    MAPID: 
24-01-2013 17:38:00,279 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: Deadline, Dest value: {}
24-01-2013 17:38:00,280 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TDeadline.otherAttributes --> Deadline.otherAttributes    VALUES: {} --> {}    MAPID: 
24-01-2013 17:38:00,323 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: DeadlineExpr, Dest value: [2013-01-23T22:00:00]
24-01-2013 17:38:00,325 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TDeadlineExpr.content --> DeadlineExpr.content    VALUES: java.util.ArrayList@23e28c99[
  size=1
] --> java.util.HashSet@38bf66e5[
]    MAPID: 
24-01-2013 17:38:00,326 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: DeadlineExpr, Dest value: sqbl
24-01-2013 17:38:00,327 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TDeadlineExpr.expressionLanguage --> DeadlineExpr.expressionLanguage    VALUES: sqbl --> sqbl    MAPID: 
24-01-2013 17:38:00,328 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: DeadlineExpr, Dest value: {}
24-01-2013 17:38:00,329 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TDeadlineExpr.otherAttributes --> DeadlineExpr.otherAttributes    VALUES: {} --> {}    MAPID: 
24-01-2013 17:38:00,330 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: Deadline, Dest value: wsht.infrastructure.domain.entity.DeadlineExpr@ae87717
24-01-2013 17:38:00,331 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TDeadline.until --> Deadline.until    VALUES: org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TDeadlineExpr@49401778 --> wsht.infrastructure.domain.entity.DeadlineExpr@ae87717    MAPID: 
24-01-2013 17:38:00,332 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: Deadlines, Dest value: [wsht.infrastructure.domain.entity.Deadline@95973d]
24-01-2013 17:38:00,333 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TDeadlines.completionDeadline --> Deadlines.completionDeadline    VALUES: java.util.ArrayList@44f07616[
  size=1
] --> java.util.ArrayList@4bf40f8f[
  size=1
]    MAPID: 
24-01-2013 17:38:00,335 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: Deadlines, Dest value: []
24-01-2013 17:38:00,336 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TDeadlines.documentation --> Deadlines.documentation    VALUES: java.util.ArrayList@4299c3e[
  size=0
] --> java.util.ArrayList@47d0ac94[
  size=0
]    MAPID: 
24-01-2013 17:38:00,337 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: Deadlines, Dest value: {}
24-01-2013 17:38:00,338 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TDeadlines.otherAttributes --> Deadlines.otherAttributes    VALUES: {} --> {}    MAPID: 
24-01-2013 17:38:00,367 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: DurationExpr, Dest value: [P3DT3M]
24-01-2013 17:38:00,368 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TDurationExpr.content --> DurationExpr.content    VALUES: java.util.ArrayList@5490fb5b[
  size=1
] --> java.util.HashSet@4ea0e76b[
]    MAPID: 
24-01-2013 17:38:00,369 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: DurationExpr, Dest value: sqbl
24-01-2013 17:38:00,370 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TDurationExpr.expressionLanguage --> DurationExpr.expressionLanguage    VALUES: sqbl --> sqbl    MAPID: 
24-01-2013 17:38:00,371 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: DurationExpr, Dest value: {}
24-01-2013 17:38:00,372 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TDurationExpr.otherAttributes --> DurationExpr.otherAttributes    VALUES: {} --> {}    MAPID: 
24-01-2013 17:38:00,373 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: Deadline, Dest value: wsht.infrastructure.domain.entity.DurationExpr@604123bb
24-01-2013 17:38:00,374 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TDeadline.for --> Deadline._for    VALUES: org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TDurationExpr@21ec2fae --> wsht.infrastructure.domain.entity.DurationExpr@604123bb    MAPID: 
24-01-2013 17:38:00,375 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: Deadline, Dest value: []
24-01-2013 17:38:00,376 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TDeadline.any --> Deadline.any    VALUES: java.util.ArrayList@ac68f7c[
  size=0
] --> java.util.ArrayList@71f61b6a[
  size=0
]    MAPID: 
24-01-2013 17:38:00,377 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: Deadline, Dest value: []
24-01-2013 17:38:00,378 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TDeadline.documentation --> Deadline.documentation    VALUES: java.util.ArrayList@54820699[
  size=0
] --> java.util.ArrayList@247f5227[
  size=0
]    MAPID: 
24-01-2013 17:38:00,380 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: Escalation, Dest value: []
24-01-2013 17:38:00,384 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TEscalation.any --> Escalation.any    VALUES: java.util.ArrayList@710d9f21[
  size=0
] --> java.util.ArrayList@5fe0bb86[
  size=0
]    MAPID: 
24-01-2013 17:38:00,427 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: BooleanExpr, Dest value: [getInput("ClaimApprovalRequest").amount > 10000]
24-01-2013 17:38:00,429 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TBooleanExpr.content --> BooleanExpr.content    VALUES: java.util.ArrayList@5e6a528[
  size=1
] --> java.util.HashSet@5fc33fa0[
]    MAPID: 
24-01-2013 17:38:00,431 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: BooleanExpr, Dest value: sbql
24-01-2013 17:38:00,433 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TBooleanExpr.expressionLanguage --> BooleanExpr.expressionLanguage    VALUES: sbql --> sbql    MAPID: 
24-01-2013 17:38:00,434 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: BooleanExpr, Dest value: {}
24-01-2013 17:38:00,436 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TBooleanExpr.otherAttributes --> BooleanExpr.otherAttributes    VALUES: {} --> {}    MAPID: 
24-01-2013 17:38:00,437 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: Escalation, Dest value: wsht.infrastructure.domain.entity.BooleanExpr@61607dda
24-01-2013 17:38:00,439 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TEscalation.condition --> Escalation.condition    VALUES: org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TBooleanExpr@1b378b97 --> wsht.infrastructure.domain.entity.BooleanExpr@61607dda    MAPID: 
24-01-2013 17:38:00,440 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: Escalation, Dest value: []
24-01-2013 17:38:00,443 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TEscalation.documentation --> Escalation.documentation    VALUES: java.util.ArrayList@1efc48ce[
  size=0
] --> java.util.ArrayList@450fdc46[
  size=0
]    MAPID: 
24-01-2013 17:38:00,444 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: Escalation, Dest value: null
24-01-2013 17:38:00,445 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TEscalation.localNotification --> Escalation.localNotification    VALUES: NULL --> NULL    MAPID: 
24-01-2013 17:38:00,446 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: Escalation, Dest value: highAmountReassign
24-01-2013 17:38:00,446 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TEscalation.name --> Escalation.name    VALUES: highAmountReassign --> highAmountReassign    MAPID: 
24-01-2013 17:38:00,447 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: Escalation, Dest value: null
24-01-2013 17:38:00,448 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TEscalation.notification --> Escalation.notification    VALUES: NULL --> NULL    MAPID: 
24-01-2013 17:38:00,449 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: Escalation, Dest value: {}
24-01-2013 17:38:00,450 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TEscalation.otherAttributes --> Escalation.otherAttributes    VALUES: {} --> {}    MAPID: 
24-01-2013 17:38:00,476 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: Reassignment, Dest value: []
24-01-2013 17:38:00,477 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TReassignment.any --> Reassignment.any    VALUES: java.util.ArrayList@62e6d14[
  size=0
] --> java.util.ArrayList@51fb3f37[
  size=0
]    MAPID: 
24-01-2013 17:38:00,478 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: Reassignment, Dest value: []
24-01-2013 17:38:00,481 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TReassignment.documentation --> Reassignment.documentation    VALUES: java.util.ArrayList@45f35ded[
  size=0
] --> java.util.ArrayList@1cfabc3a[
  size=0
]    MAPID: 
24-01-2013 17:38:00,482 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: Reassignment, Dest value: {}
24-01-2013 17:38:00,483 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TReassignment.otherAttributes --> Reassignment.otherAttributes    VALUES: {} --> {}    MAPID: 
24-01-2013 17:38:00,534 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: PotentialOwnerAssignment, Dest value: []
24-01-2013 17:38:00,536 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TPotentialOwnerAssignment.any --> PotentialOwnerAssignment.any    VALUES: java.util.ArrayList@f31cdb[
  size=0
] --> java.util.ArrayList@58eb6e59[
  size=0
]    MAPID: 
24-01-2013 17:38:00,537 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: PotentialOwnerAssignment, Dest value: []
24-01-2013 17:38:00,538 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TPotentialOwnerAssignment.documentation --> PotentialOwnerAssignment.documentation    VALUES: java.util.ArrayList@4899c2aa[
  size=0
] --> java.util.ArrayList@66bb4c22[
  size=0
]    MAPID: 
24-01-2013 17:38:00,574 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: From, Dest value: null
24-01-2013 17:38:00,575 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TFrom.argument --> From.argument    VALUES: NULL --> NULL    MAPID: 
24-01-2013 17:38:00,576 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: From, Dest value: []
24-01-2013 17:38:00,579 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TFrom.content --> From.content    VALUES: java.util.ArrayList@5fc65eb1[
